Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
CO2 emissions (kt),EN.ATM.CO2E.KT,Myanmar,MMR,2717.247,2592.569,2882.262,2636.573,2860.26,2728.248,2808.922,3619.329,2929.933,3215.959,4616.753,5104.464,4899.112,4110.707,4675.425,4587.417,4899.112,5174.137,5155.802,5100.797,5526.169,5639.846,5599.509,5775.525,6571.264,6710.61,6791.284,4976.119,4118.041,4462.739,4275.722,4180.38,4888.111,5342.819,6244.901,6959.966,7256.993,7499.015,8078.401,8969.482,10087.917,8723.793,9207.837,9845.895,12434.797,11598.721,12849.168,12874.837,9801.891,10230.93,12515.471,14297.633,11070.673,12860.169,21631.633,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Namibia,NAM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40.337,1056.096,1151.438,1389.793,1584.144,1631.815,1749.159,1796.83,1906.84,1664.818,1642.816,2016.85,1760.16,1873.837,1961.845,2310.21,2332.212,2361.548,3325.969,3069.279,3102.282,2830.924,3384.641,2629.239,3755.008,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Nauru,NRU,..,..,..,..,29.336,33.003,33.003,47.671,47.671,66.006,66.006,88.008,77.007,84.341,99.009,102.676,102.676,113.677,113.677,113.677,124.678,124.678,124.678,124.678,124.678,124.678,161.348,157.681,157.681,157.681,124.678,124.678,121.011,113.677,110.01,106.343,102.676,102.676,99.009,91.675,84.341,80.674,77.007,66.006,66.006,62.339,44.004,44.004,44.004,40.337,44.004,40.337,40.337,44.004,47.671,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Nepal,NPL,80.674,80.674,88.008,99.009,150.347,179.683,190.684,212.686,253.023,399.703,227.354,198.018,267.691,421.705,425.372,352.032,282.359,337.364,330.03,513.38,542.716,454.708,443.707,495.045,704.064,678.395,704.064,872.746,993.757,913.083,634.391,960.754,1331.121,1466.8,1697.821,2035.185,2486.226,2783.253,2251.538,3219.626,3069.279,3267.297,2625.572,2841.925,2669.576,3083.947,2563.233,2614.571,3421.311,4334.394,5056.793,5533.503,5856.199,6637.27,8030.73,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Netherlands,NLD,73505.015,75888.565,83358.244,91227.626,96867.472,100497.802,103655.089,106783.04,113552.322,115910.203,141934.902,140875.139,157794.677,165645.724,160445.918,153020.243,169683.091,164277.933,170548.503,187812.739,177508.469,164956.328,134322.21,138256.901,145055.519,147948.782,145095.856,152569.202,146914.688,163100.826,158403.399,165154.346,162224.413,164802.314,165323.028,178634.238,185847.227,178311.542,178439.887,173665.453,173504.105,176793.404,181663.18,182205.896,184835.135,181479.83,179638.996,176690.728,177020.758,172371.002,183052.973,174167.832,170310.148,173254.749,167303.208,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,New Caledonia,NCL,861.745,887.414,564.718,619.723,1100.1,1232.112,1510.804,1474.134,1840.834,1558.475,2394.551,2420.22,1705.155,2599.903,2783.253,2530.23,2390.884,2141.528,1543.807,1642.816,2002.182,1393.46,1265.115,1155.105,1206.443,1455.799,1404.461,1459.466,1507.137,1646.483,1584.144,1767.494,1584.144,1837.167,1980.18,2075.522,2196.533,1829.833,1811.498,2057.187,2233.203,1888.505,2405.552,2739.249,2530.23,2823.59,2720.914,2944.601,2867.594,2973.937,3542.322,3648.665,3630.33,4242.719,4290.39,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,New Zealand,NZL,11543.716,11767.403,11210.019,12229.445,13105.858,13699.912,14015.274,13641.24,13487.226,14271.964,14194.957,15060.369,16197.139,18202.988,18756.705,18261.66,19237.082,20300.512,18008.637,16475.831,17458.587,16527.169,18239.658,17964.633,19295.754,21803.982,22893.081,24110.525,25397.642,25404.976,23545.807,24084.856,25082.28,26688.426,26681.092,27132.133,28642.937,31022.82,30029.063,32639.967,32980.998,34447.798,33201.018,34081.098,34554.141,34139.77,33446.707,33637.391,34202.109,32386.944,31781.889,31503.197,34150.771,33457.708,34664.151,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Nicaragua,NIC,531.715,561.051,660.06,843.41,949.753,781.071,960.754,1081.765,1232.112,1287.117,1404.461,1507.137,1606.146,1829.833,1950.844,1928.842,2225.869,2838.258,2632.906,1712.489,2027.851,2141.528,2115.859,2002.182,1851.835,1991.181,2262.539,2438.555,2247.871,1477.801,2548.565,2005.849,2394.551,2302.876,2541.231,2779.586,2874.928,3142.619,3421.311,3626.663,3762.342,3964.027,4037.367,4411.401,4426.069,4319.726,4466.406,4605.752,4422.402,4495.742,4536.079,4880.777,4620.42,4550.747,4862.442,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Niger,NER,29.336,55.005,66.006,88.008,95.342,91.675,135.679,132.012,161.348,190.684,216.353,231.021,253.023,330.03,289.693,333.697,333.697,366.7,418.038,480.377,572.052,685.729,748.068,964.421,993.757,997.424,902.082,1001.091,990.09,1041.428,733.4,722.399,700.397,781.071,773.737,810.407,902.082,909.416,957.087,953.42,696.73,656.393,700.397,759.069,814.074,715.065,693.063,722.399,810.407,968.088,1173.44,1327.454,1866.503,1939.843,2126.86,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Nigeria,NGA,3406.643,4114.374,4180.38,5350.153,7275.328,11763.736,12907.84,12838.167,6633.603,12112.101,21539.958,32280.601,41426.099,49577.84,62291.329,47395.975,55247.022,50567.93,48294.39,70289.056,68154.862,65958.329,65602.63,59929.781,69625.329,69893.02,73505.015,59343.061,70747.431,42441.858,39196.563,42273.176,46614.904,45137.103,35199.533,35841.258,39665.939,42328.181,37869.109,40285.662,76057.247,85734.46,93677.182,101616.237,104304.148,106067.975,98891.656,95055.974,96148.74,76735.642,91517.319,95694.032,98502.954,98136.254,96280.752,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,North Macedonia,MKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10777.313,10340.94,10469.285,10839.652,11741.734,10634.3,12625.481,11723.399,12064.43,11998.424,10934.994,11309.028,11191.684,11279.692,10938.661,9493.863,9402.188,8698.124,8602.782,9398.521,8965.815,7847.38,7510.016,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Norway,NOR,13102.191,13351.547,14077.613,14983.362,16189.805,16409.825,19563.445,19328.757,21140.255,22222.02,28012.213,27198.139,29427.675,30524.108,27696.851,29673.364,29317.665,31070.491,34792.496,34242.446,38052.459,40329.666,41052.065,37498.742,40458.011,40714.701,47076.946,40707.367,42482.195,49379.822,31510.531,32075.249,32009.243,35148.195,33905.082,33439.373,33366.033,36101.615,37777.434,40681.698,39673.273,41910.143,38023.123,45221.444,42647.21,42438.191,44257.023,45089.432,55690.729,55346.031,60105.797,45195.775,49889.535,58162.287,47626.996,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Oman,OMN,..,..,..,..,11.001,25.669,29.336,135.679,161.348,234.688,234.688,2093.857,2090.19,2112.192,2335.879,7256.993,8327.757,8507.44,7796.042,7722.702,6046.883,6017.547,5735.188,7532.018,8060.066,8661.454,9875.231,9464.527,10586.629,10065.915,11386.035,11771.07,12079.098,13457.89,15306.058,15896.445,15104.373,15485.741,16560.172,20707.549,21895.657,20285.844,25470.982,32390.611,27986.544,29893.384,39603.6,43695.972,42705.882,41103.403,47417.977,54029.578,59159.711,61378.246,61169.227,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Pakistan,PAK,14154.62,14656.999,16105.464,18514.683,19035.397,19974.149,20326.181,21572.961,24737.582,23993.181,24337.879,23076.431,18929.054,20036.488,21418.947,23219.444,22838.076,24389.217,26138.376,28250.568,32067.915,34400.127,37385.065,40303.997,42856.229,47175.955,49453.162,53534.533,58213.625,60956.541,68565.566,68242.87,72789.95,78008.091,84839.712,84484.013,94447.252,94711.276,97663.211,100384.125,106449.343,108282.843,114084.037,118895.141,131601.296,136636.087,146074.945,158894.777,159070.793,158836.105,161395.671,161956.722,163496.862,164325.604,166298.45,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Palau,PLW,14.668,51.338,51.338,55.005,58.672,66.006,66.006,73.34,77.007,132.012,135.679,165.015,172.349,176.016,194.351,194.351,113.677,183.35,110.01,124.678,157.681,157.681,157.681,157.681,157.681,161.348,161.348,161.348,183.35,227.354,234.688,234.688,234.688,234.688,234.688,234.688,234.688,238.355,238.355,242.022,249.356,253.023,249.356,253.023,253.023,260.357,264.024,260.357,253.023,245.689,253.023,253.023,253.023,256.69,260.357,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Panama,PAN,997.424,1103.767,1191.775,1184.441,1243.113,1529.139,1657.484,1697.821,2020.517,2053.52,2203.867,2603.57,2801.588,3241.628,3021.608,3663.333,3611.995,3461.648,2841.925,3193.957,3124.284,3340.637,3292.966,3494.651,2882.262,2629.239,2753.917,3201.291,2929.933,2522.896,2768.585,3245.295,4246.386,3942.025,4338.061,2984.938,4624.087,5647.18,5947.874,5669.182,5790.193,7007.637,5870.867,6153.226,5804.861,6838.955,7370.67,7198.321,7374.337,8599.115,9163.833,10098.918,10113.586,10718.641,8800.8,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Papua New Guinea,PNG,179.683,201.685,198.018,256.69,267.691,304.361,341.031,436.373,502.379,557.384,693.063,825.075,1268.782,1345.789,1587.811,1532.806,1573.143,1580.477,1675.819,1796.83,1829.833,1932.509,1947.177,2009.516,2046.186,2126.86,2064.521,2335.879,2200.2,2035.185,2141.528,2064.521,2053.52,1994.848,2181.865,2060.854,2189.199,2577.901,2863.927,2445.889,2665.909,3208.625,3487.317,3945.692,4488.408,4385.732,4308.725,6120.223,4796.436,5093.463,4763.433,5328.151,5078.795,6186.229,6318.241,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Paraguay,PRY,304.361,363.033,392.369,410.704,432.706,550.05,513.38,487.711,590.387,520.714,744.401,634.391,715.065,869.079,953.42,839.743,1034.094,1158.772,1459.466,1331.121,1492.469,1389.793,1367.791,1415.462,1496.136,1551.141,1664.818,1892.172,2163.53,2244.204,2163.53,2134.194,2530.23,2867.594,3432.312,3964.027,3751.341,4195.048,4503.076,4503.076,3689.002,3821.014,3898.021,4070.37,4088.705,3832.015,3986.029,4136.376,4451.738,4561.748,5097.13,5320.817,5284.147,5434.494,5702.185,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Peru,PER,8173.743,8643.119,9970.573,10234.597,12266.115,11965.421,13256.205,13655.908,14502.985,15302.391,17784.95,18613.692,18173.652,19757.796,21360.275,21965.33,22442.04,23340.455,22460.375,22273.358,24121.526,24103.191,23670.485,20450.859,20692.881,19512.107,21847.986,25782.677,25107.949,21840.652,21070.582,20293.178,20425.19,23615.48,23289.117,23883.171,24389.217,27476.831,27806.861,29358.002,30296.754,27165.136,27187.138,26380.398,31895.566,37135.709,34876.837,42955.238,41015.395,51704.7,57593.902,49632.845,55071.006,57153.862,61744.946,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Philippines,PHL,8335.091,8723.793,10348.274,11485.044,12838.167,13982.271,16123.799,18232.324,22251.356,22860.078,24781.586,27586.841,26442.737,31543.534,30531.442,32526.29,35129.86,36754.341,37476.74,38136.8,37000.03,34664.151,34997.848,35415.886,30993.484,28048.883,29207.655,32683.971,37729.763,39141.558,41763.463,43930.66,48752.765,49482.498,54799.648,60710.852,62162.984,71158.135,69240.294,69159.62,73306.997,71051.792,71337.818,71425.826,74066.066,74832.469,67692.82,72170.227,78858.835,77568.051,84869.048,85496.105,91205.624,98128.92,105653.604,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Poland,POL,199767.159,207434.856,216815.042,231219.018,243114.766,247221.806,252678.302,259282.569,276073.762,293653.36,304441.674,313246.141,329952.993,336128.221,346876.198,375559.472,399035.606,419024.423,432056.941,442489.556,464575.897,410062.275,422211.046,422339.391,433894.108,445899.866,453369.545,465353.301,445976.873,423787.856,368423.49,361643.207,354745.58,353253.111,333972.025,344213.956,355754.005,349523.772,325431.582,315721.366,299289.539,301284.387,294834.134,302252.475,304416.005,302538.501,318940.992,314272.901,314848.62,297617.387,316264.082,316997.482,299931.264,302278.144,285739.974,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Portugal,PRT,8225.081,9090.493,9303.179,10025.578,11023.002,11598.721,11851.744,12409.128,13010.516,14612.995,15258.387,16406.158,18349.668,20003.485,20714.883,21356.608,22423.705,22728.066,22742.734,25030.942,26985.453,27227.475,29255.326,30179.41,29064.642,27407.158,30520.441,31536.2,32925.993,41209.746,42320.847,43992.999,48279.722,46926.599,47659.999,51869.715,50586.265,53072.491,57817.589,64425.523,62731.369,62757.038,66790.738,61216.898,63145.74,65279.934,59816.104,60149.801,55624.723,54176.258,48136.709,47623.329,46013.516,45426.796,45052.762,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Qatar,QAT,176.016,161.348,190.684,6138.558,6274.237,6292.572,6277.904,6688.608,7080.977,7172.652,7568.688,9152.832,10784.647,12467.8,10487.62,10956.996,10384.944,9926.569,10531.624,14359.972,13098.524,12860.169,12354.123,11268.691,12332.121,12405.461,13296.542,11499.712,11928.751,14326.969,11774.737,17704.276,26802.103,30722.126,30223.414,31789.223,32298.936,37495.075,32401.612,31407.855,34730.157,41396.763,40905.385,41521.441,42944.237,50956.632,63475.77,63277.752,64843.561,69221.959,72507.591,80435.645,94124.556,85023.062,107853.804,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Romania,ROU,53450.192,55775.07,63879.14,69529.987,72115.222,78723.156,84183.319,92129.708,100189.774,111649.149,120112.585,125829.438,132422.704,144960.177,150944.721,162257.416,174765.553,178399.55,193903.626,196074.49,196617.206,198153.679,195773.796,200562.898,189272.205,194343.666,202147.042,212165.286,212777.675,214141.799,174087.158,140288.419,128645.694,125297.723,119140.83,126049.458,125407.733,112624.571,99830.408,89742.491,90681.243,96632.784,97237.839,101062.52,96904.142,96456.768,103350.728,102224.959,96365.093,81576.082,79412.552,84880.049,81722.762,70945.449,70003.03,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Russian Federation,RUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2078668.286,1938445.873,1698378.384,1631473.969,1612966.62,1526011.049,1495505.276,1531130.181,1557899.281,1557506.912,1557085.207,1604242.827,1602115.967,1615089.813,1669262.404,1666886.188,1714978.893,1574045.082,1670531.186,1763405.295,1830830.424,1778561.006,1705345.684,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Rwanda,RWA,106.343,139.346,84.341,84.341,36.67,47.671,44.004,40.337,55.005,58.672,58.672,62.339,66.006,69.673,73.34,176.016,267.691,267.691,289.693,297.027,495.045,601.388,608.722,696.73,634.391,616.056,597.721,616.056,696.73,689.396,542.716,487.711,487.711,495.045,473.043,462.042,480.377,498.712,487.711,509.713,528.048,531.715,531.715,520.714,528.048,528.048,528.048,557.384,542.716,575.719,590.387,663.727,737.067,803.073,839.743,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Samoa,WSM,14.668,18.335,18.335,22.002,25.669,29.336,25.669,25.669,29.336,29.336,29.336,36.67,36.67,36.67,33.003,58.672,47.671,80.674,106.343,95.342,99.009,102.676,113.677,113.677,113.677,113.677,113.677,113.677,113.677,121.011,102.676,106.343,110.01,110.01,113.677,117.344,124.678,128.345,132.012,135.679,143.013,146.68,146.68,154.014,150.347,161.348,165.015,172.349,179.683,187.017,187.017,201.685,198.018,198.018,198.018,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Sao Tome and Principe,STP,11.001,11.001,11.001,7.334,11.001,11.001,11.001,11.001,14.668,14.668,14.668,11.001,11.001,14.668,18.335,18.335,29.336,29.336,33.003,33.003,40.337,44.004,47.671,55.005,51.338,55.005,51.338,51.338,47.671,47.671,47.671,47.671,47.671,47.671,47.671,47.671,47.671,47.671,47.671,47.671,47.671,51.338,58.672,66.006,73.34,77.007,84.341,84.341,84.341,91.675,99.009,102.676,113.677,113.677,113.677,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Saudi Arabia,SAU,2676.91,3571.658,6255.902,6945.298,7047.974,4220.717,6413.583,25507.652,29104.979,35302.209,45291.117,59808.77,70344.061,95136.648,98788.98,83336.242,101550.231,118176.409,115132.799,138135.89,169404.399,175491.619,158091.704,161050.973,155715.488,172653.361,204878.957,190706.002,202554.079,203738.52,185803.223,267768.007,285534.622,313818.193,307961.994,235161.043,258750.854,216239.323,207680.545,226459.252,296935.325,297214.017,326407.004,327272.416,395834.315,397642.146,432739.003,387777.916,430175.77,468965.296,518491.798,499878.106,564842.678,541047.515,601046.969,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Senegal,SEN,828.742,814.074,814.074,861.745,924.084,1694.154,1719.823,700.397,-80.674,491.378,1309.119,1353.123,1455.799,1551.141,1851.835,2581.568,1774.828,2244.204,2629.239,2900.597,3351.638,3296.633,3054.611,2632.906,3307.634,2676.91,2662.242,2453.223,2742.916,3696.336,3182.956,3424.978,3479.983,3593.66,3901.688,3494.651,3740.34,3263.63,3428.645,3700.003,3938.358,4330.727,4510.41,4976.119,5232.809,5812.195,4730.43,5181.471,5093.463,4583.75,7744.704,8368.094,7913.386,8423.099,8855.805,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Serbia,SRB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,54007.576,52456.435,52097.069,46182.198,45954.844,49218.474,44062.672,44884.08,37667.424,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Seychelles,SYC,..,..,..,7.334,7.334,7.334,7.334,7.334,7.334,7.334,29.336,33.003,44.004,47.671,55.005,58.672,80.674,84.341,77.007,121.011,95.342,99.009,84.341,99.009,99.009,150.347,165.015,201.685,198.018,234.688,150.347,172.349,172.349,183.35,201.685,198.018,234.688,341.031,432.706,509.713,572.052,634.391,539.049,550.05,737.067,689.396,733.4,641.725,693.063,524.381,443.707,341.031,440.04,403.37,495.045,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Sierra Leone,SLE,715.065,289.693,326.363,370.367,304.361,282.359,300.694,253.023,385.035,1107.434,872.746,803.073,678.395,539.049,520.714,524.381,451.041,513.38,711.398,678.395,608.722,693.063,553.717,689.396,616.056,663.727,674.728,498.712,458.375,374.034,487.711,546.383,447.374,447.374,513.38,399.703,473.043,443.707,414.371,366.7,425.372,568.385,608.722,652.726,641.725,546.383,733.4,641.725,663.727,652.726,726.066,898.415,1030.427,1191.775,1309.119,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Singapore,SGP,1393.46,2093.857,2577.901,3399.309,3703.67,2530.23,674.728,3058.278,5419.826,7205.655,18210.322,16593.175,22240.355,21220.929,21968.997,24543.231,30036.397,28309.24,33164.348,36123.617,31433.524,26849.774,29750.371,34997.848,33402.703,33417.371,35027.184,32599.63,36105.282,41888.141,44495.378,45269.115,48426.402,51187.653,61682.607,42174.167,49698.851,58429.978,48617.086,50069.218,49005.788,49541.17,47230.96,31132.83,28474.255,30359.093,30799.133,19926.478,36134.618,55932.751,55643.058,45221.444,36372.973,55676.061,56372.791,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,696.73,715.065,733.4,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Slovak Republic,SVK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44183.683,42881.898,40421.341,42115.495,41312.422,41048.398,40480.013,39240.567,35885.262,39357.911,39251.568,39493.59,38749.189,39357.911,39104.888,36780.01,37711.428,34037.094,36240.961,34524.805,32764.645,33091.008,30678.122,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Slovenia,SVN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12478.801,13164.53,13340.546,14403.976,14954.026,15859.775,15192.381,15236.385,14396.642,15163.045,15419.735,15511.41,15746.098,15867.109,16244.81,16244.81,17355.911,15280.389,15335.394,15089.705,14781.677,14150.953,12812.498,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Solomon Islands,SLB,11.001,14.668,14.668,14.668,18.335,25.669,25.669,33.003,36.67,36.67,40.337,47.671,55.005,66.006,66.006,58.672,62.339,80.674,62.339,110.01,102.676,135.679,121.011,143.013,143.013,150.347,154.014,161.348,157.681,161.348,146.68,146.68,143.013,143.013,139.346,143.013,143.013,143.013,143.013,150.347,150.347,157.681,157.681,161.348,161.348,161.348,165.015,179.683,187.017,194.351,198.018,198.018,198.018,201.685,201.685,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Somalia,SOM,84.341,88.008,106.343,102.676,135.679,132.012,139.346,227.354,154.014,161.348,216.353,187.017,234.688,264.024,330.03,502.379,480.377,799.406,557.384,487.711,814.074,275.025,718.732,935.085,715.065,858.078,924.084,993.757,1008.425,957.087,733.4,707.731,682.062,641.725,630.724,590.387,568.385,539.049,513.38,491.378,480.377,502.379,586.72,594.054,594.054,594.054,594.054,608.722,601.388,597.721,612.389,605.055,608.722,608.722,608.722,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,South Africa,ZAF,97934.569,102213.958,105767.281,109826.65,119657.877,128260.659,128356.001,133885.837,138084.552,143280.691,149763.947,168568.323,171725.61,173533.441,176734.732,185201.835,193115.221,199950.509,202099.371,218908.899,228454.1,257368.395,280749.187,292230.564,315948.72,324214.138,330855.075,329025.242,343055.184,341108.007,313304.813,326410.671,301687.757,321049.517,339168.164,362259.263,364400.791,386131.433,377726.669,375236.776,378665.421,372042.819,356637.752,404459.099,450186.589,416915.898,447894.714,466578.079,496772.157,503112.4,474099.096,470582.443,468770.945,466376.394,489771.854,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1331.121,1448.465,1496.136,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Spain,ESP,48928.781,53677.546,60054.459,58822.347,64410.855,71117.798,77729.399,86519.198,97157.165,96882.14,116929.629,128682.364,145026.183,155367.123,173152.073,181644.845,198443.372,195663.786,200493.225,203745.854,215003.544,207288.176,209906.414,204867.956,198953.085,201233.959,190467.647,190878.351,199033.759,226671.938,218597.204,225634.177,233921.597,219253.597,233404.55,241611.296,233305.541,252073.247,261541.441,282355.333,294434.431,297830.073,314518.59,321097.188,339428.521,353462.13,350037.152,358236.564,329285.599,288237.201,270910.626,270547.593,264779.402,237034.88,233976.602,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Sri Lanka,LKA,2258.872,2335.879,2563.233,2533.897,2273.54,2658.575,2662.242,2948.268,3241.628,4319.726,3597.327,3197.624,3542.322,3689.002,2933.6,2896.93,2805.255,2918.932,3450.647,3828.348,3410.31,4033.7,4499.409,4884.444,3883.353,3956.693,3703.67,4074.037,3490.984,3483.65,3868.685,4176.713,5185.138,5042.125,5526.169,5903.87,7062.642,7616.359,7825.378,8617.45,10238.264,10443.616,11056.005,11078.007,12299.118,12101.1,11976.422,12354.123,12207.443,13175.531,13263.539,15137.376,16032.124,15489.408,18393.672,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,St. Kitts and Nevis,KNA,11.001,22.002,14.668,18.335,18.335,22.002,22.002,22.002,33.003,25.669,25.669,29.336,29.336,29.336,36.67,33.003,36.67,36.67,33.003,36.67,51.338,55.005,66.006,51.338,51.338,51.338,58.672,55.005,66.006,66.006,106.343,106.343,110.01,113.677,121.011,128.345,132.012,143.013,150.347,161.348,172.349,176.016,198.018,198.018,212.686,198.018,201.685,216.353,216.353,223.687,220.02,231.021,220.02,223.687,231.021,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,St. Lucia,LCA,14.668,18.335,18.335,22.002,22.002,25.669,29.336,33.003,36.67,62.339,66.006,69.673,77.007,80.674,73.34,77.007,84.341,69.673,99.009,150.347,113.677,95.342,113.677,102.676,113.677,128.345,132.012,146.68,165.015,165.015,161.348,168.682,201.685,223.687,260.357,311.695,326.363,308.028,308.028,319.029,330.03,363.033,326.363,359.366,355.699,366.7,366.7,385.035,396.036,385.035,403.37,407.037,407.037,407.037,407.037,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
